country;year;sector;subsector;label;collective_dose_total;average_dose_monitored;average_dose_exposed;total_workers_number;D < RL;RL  < D < 1 mSv;1 mSv <= D < 5 mSv;5 mSv <= D < 10 mSv;10 mSv <= D < 15 mSv;15 mSv <= D < 20 mSv;20 mSv <= D
Germany;2011;TRANSPORT;;E (effective dose);0.152;0.110;0.970;1359;1203;123;25;6;1;1;0
Germany;2011;RESEARCH AND EDUCATION;;E (effective dose);0.487;0.020;0.340;20819;19395;1340;76;7;0;0;1
Germany;2011;RESEARCH AND EDUCATION;;I (internal dose);0.000;0.000;0.200;530;528;2;;;;;
Germany;2011;NATURAL SOURCES;;E (effective dose);84.499;2.120;2.160;39946;831;5722;33275;115;0;1;2
Germany;2011;;Aviation;E (effective dose);83.844;2.110;2.160;39677;820;5627;33138;92;0;0;0
Germany;2011;;Activities on site exposed with radon;E (effective dose);0.449;5.160;5.480;87;5;19;37;23;0;1;2
Germany;2011;;Regulatory control activities;E (effective dose);0.275;0.100;0.480;2728;2155;512;55;5;1;0;0
Greece;2011;ALL MONITORED WORKERS;;E (effective dose);4.158;0.300;0.860;13984;9151;3656;1104;45;6;10;12
Greece;2011;ALL MONITORED WORKERS;;Hp10 (external dose photons);8.555;0.690;2.580;12418;9107;2120;828;184;79;38;62
Greece;2011;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.000;0.000;0.200;47;46;1;0;0;0;0;0
Greece;2011;ALL MONITORED WORKERS;;I (internal dose);0.000;0.000;;52;52;0;0;0;0;0;0
Greece;2011;MEDICAL FIELD;;E (effective dose);2.252;0.200;0.760;11108;8132;2591;331;34;3;7;10
Greece;2011;MEDICAL FIELD;;Hp10 (external dose photons);7.998;0.720;2.690;11108;8132;1913;719;173;76;35;60
Greece;2011;;Diagnostic radiology;Hp10 (external dose photons);1.267;0.180;1.050;7002;5793;1026;148;19;3;5;8
Greece;2011;;Interventional radiology;Hp10 (external dose photons);6.033;2.280;4.630;2651;1348;580;429;143;73;28;50
Greece;2011;;Radiotherapy;E (effective dose);0.017;0.030;0.360;526;478;44;4;0;0;0;0
Greece;2011;;Radiotherapy;Hp10 (external dose photons);0.017;0.030;0.350;526;478;44;4;0;0;0;0
Greece;2011;;Nuclear medicine;E (effective dose);0.676;0.770;1.690;872;471;249;137;11;0;2;2
Greece;2011;;Nuclear medicine;Hp10 (external dose photons);0.676;0.770;1.690;872;471;249;137;11;0;2;2
Greece;2011;;Dental radiology;Hp10 (external dose photons);0.004;0.090;0.320;48;34;13;1;0;0;0;0
Greece;2011;;Veterinary units;E (effective dose);0.000;0.020;0.220;9;8;1;0;0;0;0;0
Greece;2011;INDUSTRY;;E (effective dose);0.409;0.520;1.780;790;560;137;74;13;2;3;1
Greece;2011;INDUSTRY;;Hp10 (external dose photons);0.409;0.520;1.780;790;560;137;74;13;2;3;1
Greece;2011;;Industrial radiography;Hp10 (external dose photons);0.309;1.220;3.030;254;152;42;44;10;2;3;1
Greece;2011;;Radioisotopes production and conditioning;E (effective dose);0.002;0.230;0.620;8;5;3;;;;;0
Greece;2011;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.002;0.250;0.670;8;5;3;;;;;0
Greece;2011;;Industrial irradiation;Hp10 (external dose photons);0.000;0.000;;13;13;;;;;;0
Greece;2011;;Industrial logistics and maintenance = support activities;E (effective dose);0.080;0.190;0.790;429;328;73;26;2;0;0;0
Greece;2011;;Industrial logistics and maintenance = support activities;Hp10 (external dose photons);0.080;0.190;0.790;429;328;73;26;2;0;0;0
Greece;2011;;Other industrial activities;Hp10 (external dose photons);0.018;0.180;0.750;99;75;19;4;1;0;0;0
Greece;2011;TRANSPORT;;E (effective dose);0.044;0.580;1.380;76;44;15;17;0;0;0;0
Greece;2011;TRANSPORT;;Hp10 (external dose photons);0.044;0.580;1.380;76;44;15;17;0;0;0;0
Greece;2011;RESEARCH AND EDUCATION;;E (effective dose);0.006;0.030;0.310;233;213;18;2;0;0;0;0
Greece;2011;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.006;0.030;0.310;233;213;18;2;0;0;0;0
Greece;2011;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.000;0.000;;42;42;0;0;0;0;0;0
Greece;2011;NATURAL SOURCES;;E (effective dose);1.348;0.860;0.890;1566;44;858;664;0;0;0;0
Greece;2011;;Aviation;E (effective dose);1.384;0.880;0.910;1566;44;858;664;0;0;0;0
Greece;2011;;Regulatory control activities;E (effective dose);0.001;0.040;0.350;29;26;3;0;0;0;0;0
Greece;2011;;Regulatory control activities;Hp10 (external dose photons);0.001;0.040;0.350;29;26;3;0;0;0;0;0
Switzerland;2011;ALL MONITORED WORKERS;;E (effective dose);5.532;0.070;0.720;80994;73271;6382;1228;99;9;3;2
Switzerland;2011;ALL MONITORED WORKERS;;Hp10 (external dose photons);5.552;0.070;0.720;80645;72940;6368;1224;99;9;3;2
Switzerland;2011;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.001;0.000;0.500;5142;5140;1;1;;;;
Switzerland;2011;ALL MONITORED WORKERS;;I (internal dose);0.010;0.010;0.530;792;773;15;4;;;;
Switzerland;2011;MEDICAL FIELD;;E (effective dose);1.417;0.020;0.520;62133;59389;2456;249;31;5;2;1
Switzerland;2011;MEDICAL FIELD;;Hp10 (external dose photons);1.417;0.020;0.520;62121;59377;2456;249;31;5;2;1
Switzerland;2011;MEDICAL FIELD;;I (internal dose);0.000;0.000;;38;38;;;;;;
Switzerland;2011;;Dental radiology;Hp10 (external dose photons);0.078;0.000;0.230;16840;16501;331;7;1;;;
Switzerland;2011;;Veterinary units;Hp10 (external dose photons);0.037;0.010;0.270;2821;2684;132;5;;;;
Switzerland;2011;INDUSTRY;;E (effective dose);0.478;0.190;2.990;2510;2350;106;48;3;1;1;1
Switzerland;2011;INDUSTRY;;Hp10 (external dose photons);0.468;0.210;3.300;2220;2078;92;44;3;1;1;1
Switzerland;2011;INDUSTRY;;I (internal dose);0.010;0.020;0.560;404;386;14;4;;;;
Switzerland;2011;NUCLEAR FIELD;;E (effective dose);3.003;0.570;1.180;5264;2710;1631;855;65;3;;
Switzerland;2011;NUCLEAR FIELD;;Hp10 (external dose photons);3.003;0.570;1.180;5264;2710;1631;855;65;3;;
Switzerland;2011;NUCLEAR FIELD;;Hp10n (external dose neutrons);0.000;0.000;0.000;37;36;1;;;;;
Switzerland;2011;NUCLEAR FIELD;;I (internal dose);0.000;0.000;0.000;3;2;1;;;;;
Switzerland;2011;RESEARCH AND EDUCATION;;E (effective dose);0.630;0.060;0.280;10582;8328;2179;75;;;;
Switzerland;2011;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.630;0.060;0.280;10534;8280;2179;75;;;;
Switzerland;2011;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.001;0.000;1.000;5105;5104;;1;;;;
Switzerland;2011;RESEARCH AND EDUCATION;;I (internal dose);0.000;0.000;;347;347;;;;;;
Switzerland;2011;OTHER FIELDS;;E (effective dose);0.004;0.010;0.360;505;494;10;1;;;;
Switzerland;2011;;Regulatory control activities;Hp10 (external dose photons);0.004;0.010;0.360;506;495;10;1;;;;
Slovenia;2011;ALL MONITORED WORKERS;;E (effective dose);1.237;0.220;0.570;5613;3453;1835;276;39;10;0;0
Slovenia;2011;MEDICAL FIELD;;E (effective dose);0.372;0.110;0.300;3491;2266;1142;82;1;0;0;0
Slovenia;2011;;Diagnostic radiology;Hp10 (external dose photons);0.207;0.080;0.270;2477;1704;744;28;1;0;0;0
Slovenia;2011;;Interventional radiology;Hp10 (external dose photons);0.030;0.150;0.320;198;105;87;6;0;0;0;0
Slovenia;2011;;Radiotherapy;E (effective dose);0.011;0.060;0.140;192;115;74;3;0;0;0;0
Slovenia;2011;;Nuclear medicine;E (effective dose);0.095;0.580;0.750;164;37;87;40;0;0;0;0
Slovenia;2011;;Dental radiology;Hp10 (external dose photons);0.017;0.050;0.170;344;242;101;1;0;0;0;0
Slovenia;2011;;Veterinary units;E (effective dose);0.012;0.160;0.340;74;39;31;4;0;0;0;0
Slovenia;2011;;Other medical activities;E (effective dose);0.000;0.000;0.000;42;24;18;0;0;0;0;0
Slovenia;2011;INDUSTRY;;E (effective dose);0.042;0.090;0.370;475;361;103;11;0;0;0;0
Slovenia;2011;;Industrial radiography;Hp10 (external dose photons);0.030;0.210;0.610;140;91;39;10;0;0;0;0
Slovenia;2011;NUCLEAR FIELD;;E (effective dose);0.060;0.100;0.180;614;277;331;6;0;0;0;0
Slovenia;2011;;Nucl. power reactor (permanent staff only);E (effective dose);0.041;0.100;0.190;396;181;209;6;0;0;0;0
Slovenia;2011;;Nuclear logistics and maintenance = support activities;E (effective dose);0.020;0.090;0.160;218;96;122;0;0;0;0;0
Slovenia;2011;RESEARCH AND EDUCATION;;E (effective dose);0.000;0.000;0.000;67;47;20;0;0;0;0;0
Slovenia;2011;;Nuclear research facilities;E (effective dose);0.000;0.000;0.000;67;47;20;0;0;0;0;0
Slovenia;2011;NATURAL SOURCES;;E (effective dose);0.742;2.370;2.590;313;27;63;175;38;10;0;0
Slovenia;2011;;Aviation;E (effective dose);0.149;1.060;1.060;141;0;34;107;0;0;0;0
Slovenia;2011;;Mining activities and processing;E (effective dose);0.004;0.670;0.670;6;0;5;1;0;0;0;0
Slovenia;2011;;Activities on site exposed with radon;E (effective dose);0.589;3.550;4.240;166;27;24;67;38;10;0;0
Slovenia;2011;OTHER FIELDS;;E (effective dose);0.021;0.030;0.120;653;475;176;2;0;0;0;0
Czech Republic;2011;ALL MONITORED WORKERS;;E (effective dose);14.152;0.710;1.830;19950;12226;4755;2240;476;162;76;15
Czech Republic;2011;ALL MONITORED WORKERS;;Hp10 (external dose photons);14.120;0.710;1.830;19950;12226;4755;2240;476;162;76;15
Czech Republic;2011;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.208;;;;;;;;;;
Czech Republic;2011;ALL MONITORED WORKERS;;I (internal dose);0.016;;;;;;;;;;
Czech Republic;2011;MEDICAL FIELD;;E (effective dose);7.442;0.570;1.600;13084;8433;2951;1357;229;75;39;0
Czech Republic;2011;MEDICAL FIELD;;Hp10 (external dose photons);12.046;0.920;2.590;13084;8433;2951;1357;229;75;39;0
Czech Republic;2011;MEDICAL FIELD;;Hp10n (external dose neutrons);0.008;;;;;;;;;;
Czech Republic;2011;MEDICAL FIELD;;I (internal dose);0.000;;;;;;;;;;
Czech Republic;2011;;Diagnostic radiology;Hp10 (external dose photons);4.324;0.790;2.780;5461;3905;1050;394;73;24;15;0
Czech Republic;2011;;Interventional radiology;Hp10 (external dose photons);4.331;5.520;7.930;785;239;153;264;77;34;18;0
Czech Republic;2011;;Radiotherapy;E (effective dose);0.161;0.170;0.510;930;612;296;18;3;0;1;0
Czech Republic;2011;;Radiotherapy;Hp10 (external dose photons);0.180;0.190;0.570;930;612;296;18;3;0;1;0
Czech Republic;2011;;Nuclear medicine;E (effective dose);0.742;0.720;1.160;1023;382;355;282;4;0;0;0
Czech Republic;2011;;Nuclear medicine;Hp10 (external dose photons);0.603;0.590;0.940;1023;382;355;282;4;0;0;0
Czech Republic;2011;;Dental radiology;Hp10 (external dose photons);0.001;0.020;0.240;33;30;3;0;0;0;0;0
Czech Republic;2011;;Veterinary units;E (effective dose);0.023;0.270;0.880;84;58;19;7;0;0;0;0
Czech Republic;2011;;Veterinary units;Hp10 (external dose photons);0.027;0.320;1.020;84;58;19;7;0;0;0;0
Czech Republic;2011;;Other medical activities;E (effective dose);2.122;0.450;1.360;4768;3207;1075;392;72;17;5;0
Czech Republic;2011;;Other medical activities;Hp10 (external dose photons);2.580;0.540;1.650;4768;3207;1075;392;72;17;5;0
Czech Republic;2011;INDUSTRY;;E (effective dose);1.624;0.880;1.480;1845;745;764;251;63;13;6;3
Czech Republic;2011;INDUSTRY;;Hp10 (external dose photons);1.616;0.880;1.470;1845;745;764;251;63;13;6;3
Czech Republic;2011;INDUSTRY;;Hp10n (external dose neutrons);0.153;;;;;;;;;;
Czech Republic;2011;INDUSTRY;;I (internal dose);0.015;;;;;;;;;;
Czech Republic;2011;;Industrial radiography;Hp10 (external dose photons);0.818;1.180;1.790;692;235;299;117;27;10;2;2
Czech Republic;2011;;Radioisotopes production and conditioning;E (effective dose);0.462;0.720;1.290;640;283;258;80;16;0;2;1
Czech Republic;2011;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.410;0.640;1.150;640;283;258;80;16;0;2;1
Czech Republic;2011;;Radioisotopes production and conditioning;I (internal dose);0.015;;;;;;;;;;
Czech Republic;2011;;Other industrial activities;Hp10 (external dose photons);0.052;0.960;1.020;54;3;30;17;4;0;0;0
Czech Republic;2011;NUCLEAR FIELD;;E (effective dose);4.840;1.180;2.940;4089;2441;768;586;180;71;31;12
Czech Republic;2011;NUCLEAR FIELD;;Hp10 (external dose photons);0.247;0.060;0.150;4089;2441;768;586;180;71;31;12
Czech Republic;2011;;Uranium ore extraction/processing;E (effective dose);4.074;5.360;5.680;760;43;42;388;173;71;31;12
Czech Republic;2011;;Uranium ore extraction/processing;Hp10 (external dose photons);0.140;0.180;0.200;760;43;42;388;173;71;31;12
Czech Republic;2011;;Nucl. power reactor (permanent staff only);E (effective dose);0.759;0.230;0.830;3303;2386;713;197;7;0;0;0
Czech Republic;2011;;Nucl. power reactor (permanent staff only);Hp10 (external dose photons);0.102;0.030;0.110;3303;2386;713;197;7;0;0;0
Czech Republic;2011;;Radioactive waste management facilities;E (effective dose);0.006;0.230;0.420;26;12;13;1;0;0;0;0
Czech Republic;2011;;Radioactive waste management facilities;Hp10 (external dose photons);0.005;0.190;0.350;26;12;13;1;0;0;0;0
Czech Republic;2011;TRANSPORT;;E (effective dose);0.064;2.370;3.770;27;10;3;9;4;0;1;0
Czech Republic;2011;TRANSPORT;;Hp10 (external dose photons);0.069;2.550;4.050;27;10;3;9;4;0;1;0
Czech Republic;2011;;Nuclear fuel cycle;E (effective dose);0.040;2.220;2.220;18;0;1;17;0;0;0;0
Czech Republic;2011;;Nuclear fuel cycle;Hp10 (external dose photons);0.000;;;;;;;;;;
Czech Republic;2011;RESEARCH AND EDUCATION;;E (effective dose);0.245;0.570;1.120;432;214;174;28;12;3;1;0
Czech Republic;2011;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.268;0.620;1.230;432;214;174;28;12;3;1;0
Czech Republic;2011;RESEARCH AND EDUCATION;;I (internal dose);0.000;;;;;;;;;;
Czech Republic;2011;;Other research sectors and education;E (effective dose);0.245;0.570;1.120;432;214;174;28;12;3;1;0
Czech Republic;2011;;Other research sectors and education;Hp10 (external dose photons);0.268;0.620;1.230;432;214;174;28;12;3;1;0
Czech Republic;2011;OTHER FIELDS;;E (effective dose);0.246;0.270;0.760;929;604;272;46;4;3;0;0
Czech Republic;2011;;Emergency response;E (effective dose);0.002;0.220;0.370;10;4;6;0;0;0;0;0
Czech Republic;2011;;Emergency response;Hp10 (external dose photons);0.003;0.270;0.450;10;4;6;0;0;0;0;0
Czech Republic;2011;;Regulatory control activities;E (effective dose);0.054;0.210;0.520;250;146;93;10;1;0;0;0
Czech Republic;2011;;Regulatory control activities;Hp10 (external dose photons);0.057;0.230;0.550;250;146;93;10;1;0;0;0
Spain;2011;ALL MONITORED WORKERS;;E (effective dose);22.940;0.220;0.890;103600;77914;20388;4524;611;128;19;16
Spain;2011;MEDICAL FIELD;;E (effective dose);12.049;0.150;0.670;79363;61498;15161;2445;212;36;3;8
Spain;2011;;Diagnostic radiology;Hp10 (external dose photons);4.021;0.100;0.630;41650;35300;5496;756;77;19;1;1
Spain;2011;;Radiotherapy;E (effective dose);0.124;0.040;0.630;2812;2614;174;21;3;0;0;0
Spain;2011;;Nuclear medicine;E (effective dose);2.337;0.980;2.010;2379;1218;521;539;87;10;1;3
Spain;2011;;Dental radiology;Hp10 (external dose photons);3.610;0.200;0.470;17921;10198;6999;713;4;4;1;2
Spain;2011;;Other medical activities;E (effective dose);1.954;0.120;0.770;15930;13406;2062;420;38;2;0;2
Spain;2011;INDUSTRY;;E (effective dose);2.909;0.380;1.400;7654;5574;1443;488;113;22;7;7
Spain;2011;;Industrial radiography;Hp10 (external dose photons);2.085;0.930;2.430;2242;1384;414;319;92;20;6;7
Spain;2011;;Industrial gauges;Hp10 (external dose photons);0.041;0.030;0.330;1312;1187;118;7;0;0;0;0
Spain;2011;;Industrial logistics and maintenance = support activities;E (effective dose);0.306;0.180;0.710;1688;1254;359;65;9;1;0;
Spain;2011;;Other industrial activities;Hp10 (external dose photons);0.442;0.190;0.730;2319;1714;503;89;11;1;1;0
Spain;2011;NUCLEAR FIELD;;E (effective dose);7.292;0.680;1.650;10799;6366;2599;1486;272;68;8;0
Spain;2011;;Enrichment and conversion;E (effective dose);0.001;0.040;0.260;21;18;3;0;0;0;0;0
Spain;2011;;Fuel fabrication;E (effective dose);0.073;0.150;0.730;493;393;68;32;0;0;0;0
Spain;2011;;Nucl. power reactor (permanent staff only);E (effective dose);0.735;0.340;1.130;2147;1499;447;176;22;3;0;0
Spain;2011;;Dismantling of nuclear facilities;E (effective dose);0.197;0.510;1.350;389;243;95;44;5;2;0;0
Spain;2011;;Radioactive waste management facilities;E (effective dose);0.004;0.020;0.340;234;222;12;0;0;0;0;0
Spain;2011;;Nuclear logistics and maintenance = support activities;E (effective dose);6.281;0.820;1.770;7705;4147;2007;1237;244;62;8;0
Spain;2011;TRANSPORT;;E (effective dose);0.185;1.280;2.130;145;58;38;39;9;1;0;0
Spain;2011;RESEARCH AND EDUCATION;;E (effective dose);0.503;0.080;0.390;5938;4659;1209;65;2;1;1;1
Spain;2011;;Regulatory control activities;E (effective dose);0.001;0.010;0.340;190;186;4;0;0;0;0;0
The Netherlands;2011;ALL MONITORED WORKERS;;E (effective dose);40.579;0.790;1.670;51106;26793;9336;14283;38;0;69;77
The Netherlands;2011;MEDICAL FIELD;;E (effective dose);13.606;0.490;1.810;27813;20310;4943;1949;376;100;62;73
The Netherlands;2011;INDUSTRY;;E (effective dose);1.504;0.440;1.350;3442;2330;679;0;53;;5;0
The Netherlands;2011;NUCLEAR FIELD;;E (effective dose);0.397;0.230;0.690;1696;1120;462;110;4;0;0;0
The Netherlands;2011;;Aviation;E (effective dose);24.408;1.680;1.690;14564;146;2633;11785;0;0;0;0
The Netherlands;2011;OTHER FIELDS;;E (effective dose);0.664;0.170;0.910;3806;3073;649;68;6;5;1;4
Hungary;2011;ALL MONITORED WORKERS;;E (effective dose);6.097;0.370;1.750;16262;12777;2004;1169;258;44;7;3
Hungary;2011;ALL MONITORED WORKERS;;Hp10 (external dose photons);6.097;0.370;1.750;16262;12777;2004;1169;258;44;7;3
Hungary;2011;MEDICAL FIELD;;E (effective dose);1.773;0.180;0.910;9753;7799;1456;484;11;2;0;1
Hungary;2011;MEDICAL FIELD;;Hp10 (external dose photons);1.773;0.180;0.910;9753;7799;1456;484;11;2;0;1
Hungary;2011;INDUSTRY;;E (effective dose);0.619;0.650;2.350;946;683;113;110;33;6;1;0
Hungary;2011;INDUSTRY;;Hp10 (external dose photons);0.619;0.650;2.350;946;683;113;110;33;6;1;0
Hungary;2011;NUCLEAR FIELD;;E (effective dose);3.201;0.740;3.060;4311;3264;313;505;193;32;4;0
Hungary;2011;NUCLEAR FIELD;;Hp10 (external dose photons);3.201;0.740;3.060;4311;3264;313;505;193;32;4;0
Hungary;2011;NATURAL SOURCES;;E (effective dose);0.140;8.750;8.750;16;0;0;3;9;1;2;1
Hungary;2011;NATURAL SOURCES;;I (internal dose);0.140;8.750;8.750;16;0;0;3;9;1;2;1
Hungary;2011;OTHER FIELDS;;E (effective dose);0.364;0.280;1.690;1290;1075;129;70;12;3;0;1
France;2012;ALL MONITORED WORKERS;;E (effective dose);100.026;0.270;1.060;375975;281621;63394;;;;22;14
France;2012;MEDICAL FIELD;;E (effective dose);18.280;0.080;0.490;220638;183609;33933;;;;11;12
France;2012;;Diagnostic radiology;Hp10 (external dose photons);11.520;0.100;0.500;117423;94304;21063;;;;6;8
France;2012;;Radiotherapy;E (effective dose);1.620;0.180;0.830;8885;6940;1677;;;;1;1
France;2012;;Nuclear medicine;E (effective dose);1.110;0.310;0.800;3602;2209;1040;;;;0;1
France;2012;;Dental radiology;Hp10 (external dose photons);1.950;0.040;0.380;46239;41097;4960;;;;1;1
France;2012;;Veterinary units;E (effective dose);0.560;0.030;0.330;19236;17521;1669;;;;0;1
France;2012;;Other medical activities;E (effective dose);1.542;0.060;0.420;25253;21538;3524;;;;3;0
France;2012;INDUSTRY;;E (effective dose);17.520;0.510;1.540;34597;23240;7398;;;;6;1
France;2012;NUCLEAR FIELD;;E (effective dose);25.010;0.350;1.160;70456;48918;14881;;;;4;1
France;2012;;Uranium ore extraction/processing;E (effective dose);0.040;0.300;0.330;135;13;119;;;;0;0
France;2012;;Enrichment and conversion;E (effective dose);0.340;0.150;0.770;2247;1804;319;;;;0;0
France;2012;;Fuel fabrication;E (effective dose);1.880;1.080;2.580;1743;1014;336;;;;0;0
France;2012;;Nucl. power reactor (permanent staff only);E (effective dose);6.780;0.290;0.900;23673;16162;5210;;;;1;0
France;2012;;Reprocessing;E (effective dose);0.120;0.040;0.360;3190;2860;318;;;;0;0
France;2012;;Dismantling of nuclear facilities;E (effective dose);0.100;0.050;0.450;1844;1623;192;;;;0;0
France;2012;;Radioactive waste management facilities;E (effective dose);0.000;0.000;;32;32;0;0;0;0;0;0
France;2012;;Nuclear logistics and maintenance = support activities;E (effective dose);6.850;0.700;1.580;9736;5390;2639;;;;2;1
France;2012;;Other nuclear activities;E (effective dose);8.396;0.390;1.440;21806;15990;3773;;;;1;0
France;2012;;Nuclear fuel cycle;E (effective dose);0.070;0.080;0.290;903;663;230;;;;0;0
France;2012;RESEARCH AND EDUCATION;;E (effective dose);0.460;0.030;0.330;14620;13231;1343;;;;0;0
France;2012;;Medical, veterinary and pharm. Resarch;E (effective dose);0.006;0.080;0.350;71;54;17;0;0;0;0;0
France;2012;;Nuclear research facilities;E (effective dose);0.190;0.040;0.430;4858;4413;420;;;;0;0
France;2012;;Other research sectors and education;E (effective dose);0.260;0.030;0.280;9691;8764;906;;;;0;0
France;2012;NATURAL SOURCES;;E (effective dose);37.676;1.770;1.770;21310;0;4345;16965;0;0;0;0
France;2012;;Aviation;E (effective dose);37.676;1.770;1.770;21310;0;4345;16965;0;0;0;0
Germany;2012;ALL MONITORED WORKERS;;E (effective dose);107.462;0.270;1.150;392792;299155;52904;40065;591;62;12;3
Germany;2012;ALL MONITORED WORKERS;;I (internal dose);0.028;0.020;0.530;1534;1482;47;5;;;;
Germany;2012;MEDICAL FIELD;;E (effective dose);13.930;0.050;0.350;278462;239128;36153;3096;76;7;1;1
Germany;2012;MEDICAL FIELD;;I (internal dose);0.002;0.010;0.340;154;149;5;;;;;
Germany;2012;;Diagnostic radiology;Hp10 (external dose photons);6.419;0.030;0.280;188561;165529;21991;1005;33;2;1;0
Germany;2012;;Radiotherapy;E (effective dose);0.282;0.030;0.300;8433;7503;883;46;1;0;0;0
Germany;2012;;Nuclear medicine;E (effective dose);4.021;0.340;0.760;11871;6551;3867;1415;35;3;0;0
Germany;2012;;Nuclear medicine;I (internal dose);0.002;0.010;0.380;169;163;6;;;;;
Germany;2012;;Dental radiology;Hp10 (external dose photons);0.026;0.020;0.250;1367;1262;97;8;0;0;0;0
Germany;2012;;Veterinary units;E (effective dose);0.914;0.040;0.260;20545;17076;3340;128;1;0;0;0
Germany;2012;;Other medical activities;E (effective dose);0.044;0.030;0.330;1547;1413;122;12;0;0;0;0
Germany;2012;;Other medical activities;I (internal dose);0.000;0.000;;4;4;;;;;;
Germany;2012;INDUSTRY;;E (effective dose);10.980;0.300;1.140;36961;27284;6628;2612;380;44;11;2
Germany;2012;INDUSTRY;;I (internal dose);0.014;0.030;0.710;506;486;17;3;;;;
